SE-00000865,PR-00000659,PCYC Gladstone School Age Care,Queensland Police-Citizens Youth Welfare Association ,Gladstone PCYC  Yarroon Street,GLADSTONE,QLD,4680,07 4972 3122,07 4972 0266,oshc@gladstone.pcyc.org.au, This service is approved to provide education and care to 66 children before school; and 107 children after school and during school holidays. An approved alternative solution relating to Performance Criteria P6 Combined play space within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004).It is a condition of the service approval that: - there is 15.25m2 per child of safe and suitable space provided per child of the approved capacity at all times.,107,28/05/15,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001779,PR-00000035,Port City Kids Early Learning Centre,Ressco Pty Ltd,27 Garden Street  ,GLADSTONE,QLD,4680,07 4972 2344,07 4972 9177,portcitykids@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,156,25/01/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000636,PR-00000501,Rainbow Valley Early Learning Centre,John Joseph Nominees Pty Ltd,12 Uniting Place  Telina,GLADSTONE,QLD,4680,07 4979 3544,4979 3694,rainbow.valley@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,78,5/12/13,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001588,PR-00000595,St John's Outside School Hours Care,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,15 J Hickey Avenue  ,GLADSTONE,QLD,4680,07 4978 1799,07 49783943,bernadette_dennis@rok.catholic.edu.au,,65,12/10/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001895,PR-00000697,St Stephen's Lutheran Kindergarten,Lutheran Church of Australia Queensland District,803 Glenlyon Road South  ,GLADSTONE,QLD,4680,07 4979 2643,07 4979 3033,ststephens.kgt@qlecs.org.au,,24,3/09/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001829,PR-00000814,Star Kids Calliope,Jupiter Centres Pty Ltd,7 Don Cameron Drive  ,CALLIOPE,QLD,4680,49 757 955,49 756 333,starkidscalliope@hotmail.com,,75,28/06/15,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00001553,PR-00000595,Star Of The Sea Outside School Hours Care,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,181 Goondoon Street  ,GLADSTONE,QLD,4680,07 4972 1305,07 4972 4728,SOSG_OSHC@rok.catholic.edu.au,,48,20/07/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000134,PR-00000119,Stepping Stones Child Care Centre,Stepping Stones Child Care Centre Gladstone Association Inc.,26 Bramston Street  ,GLADSTONE,QLD,4680,07 4972 3144,49728925,stepping_stones@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,61,24/11/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001482,PR-00000283,Tannum Sands Kindergarten,Tannum Sands Kindergarten Association Inc,Corner Neptune and Zephyr Streets  ,TANNUM SANDS,QLD,4680,07 4973 7021,07 4973 3022,managementcommittee@tannumsandskindergarten.com.au,,25,4/05/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000813,PR-00000647,The Salvation Army Gladstone Family Day Care Scheme,The Salvation Army (Qld) Property Trust,198 Goondoon St  ,GLADSTONE,QLD,4680,07 4972 2985,49727835,fiona.foley@aue.salvationarmy.org,,0,8/03/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00013982,PR-00007760,Trinity College Kindy,Trinity College Gladstone Limited, 4 Archer Street  Sun Valley,GLADSTONE,QLD,4680,07 49791854,49793856,admin@trinitygladstone.qld.edu.au,,24,23/09/15,Meeting NQS,Exceeding NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00000586,PR-00000634,Allenstown Childcare,Camron Property Management Services Pty Ltd ATF The Campbell Family Trust,27 Ross Street  ,ROCKHAMPTON,QLD,4700,07 4921 3203,4921 1083,allenstowncc@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,84,30/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001721,PR-00000168,Allies Early Learning Centre,Ross White & Jennifer Balson,40 Upper Dawson Rd  ,ROCKHAMPTON,QLD,4700,07 4921 2112,07 2721 2117,bbenowae@hotmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,97,15/06/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40001273,PR-00000168,Allies Early Learning Centre Outside School Hours Care Service,Ross White & Jennifer Balson,Allenstown State School  13-33 Upper Dawson Rd,ALLENSTOWN,QLD,4700,402247855,749212117,childcare4700@optusnet.com,,70,2/11/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000638,PR-00001091,Archer Street Child Care Centre,Raymond Edward Finlayson,148 Archer Street  ,ALLENSTOWN,QLD,4700,07 4927 6877,,archerstreet@bbuttons.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of regulation 310(1)).,90,9/12/13,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00011346,PR-00008029,C&K Crescent Lagoon Community Kindergarten,The Creche and Kindergarten Association Limited, 16 Eton Street   ,ROCKHAMPTON,QLD,4700,07 4921 2080,07 33567976,crescentlagoon@candk.asn.au,,24,24/12/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002056,PR-00008029,C&K Leichhardt Community Kindergarten,The Creche and Kindergarten Association Limited,19-21 West Street  ,ROCKHAMPTON,QLD,4700,4922 5077,4922 5022,leichhardt@candk.asn.au,,24,13/06/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS
SE-40000497,PR-00006557,Camp Australia - Crescent Lagoon State School OSHC,The Camp Australia Foundation Ltd,North Street Extended  ,Rockhampton,QLD,4700,412078743,,oshc@campaustralia.com.au,,35,26/02/17,Working Towards NQS,Meeting NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS,Exceeding NQS,Working Towards NQS
SE-00000830,PR-00000526,Capricornia Family Day Care,Family Day Care Association Queensland Inc,27 Bolsover Street  ,ROCKHAMPTON,QLD,4700,4927 9577,07 4927 8425,info@capricornia.fdcqld.org,,0,31/08/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000487,PR-00008119,City Child Care Centre,Rockhampton Regional Council,189 Alma St  ,ROCKHAMPTON CITY,QLD,4700,749368255,49276108,childcare@rrc.qld.gov.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,42,8/08/05,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00002403,PR-00001233,Education and Care At Home,Tanya Hine,Floor 1  126 East Street,ROCKHAMPTON,QLD,4700,07 4922 7773, ,educationandcareathome@bigpond.com,,0,1/11/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001735,PR-00001129,Goodstart Early Learning Rockhampton,Goodstart Early Learning Ltd,245-253 Campbell St  ,ROCKHAMPTON,QLD,4700,07 49237499,,ksk@goodstart.org.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:30pm to 5:30pm when it is 86 children This service is approved to provide a rest period from 12:30 pm to 2:30 pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,1/12/15,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00002247,PR-00001103,Rockhampton Girls Grammar Outside School Hours Care,Rockhampton Girls Grammar School,155 Agnes Street  ,ROCKHAMPTON,QLD,4700,49300956,749224809,oshc@rggs.qld.edu.au,,30,5/03/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001456,PR-00000624,Rockhampton South Kindergarten,Rockhampton South Kindergarten Association Inc,Phyllis Street  ,THE RANGE,QLD,4700,07 4922 5129,07 4922 9279,rockysouthkindy@westnet.com.au,,25,4/05/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS
SE-00001170,PR-00000595,St Peter's  After School Care,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,170 Upper Dawson Road  ,ROCKHAMPTON,QLD,4700,0417 753 258,07 4927 7032,m.gorman@rok.catholic.edu.au,,35,9/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000231,PR-00000134,The Rockhampton Grammar School Early Learning Centre,The Board of Trustees of the Rockhampton Grammar School,3 Reservoir Street  ,ROCKHAMPTON,QLD,4700,4922 1615,4922 7654,elc@rgs.qld.edu.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,68,3/01/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002091,PR-00000134,The Rockhampton Grammar School Outside School Hours Care,The Board of Trustees of the Rockhampton Grammar School,The Rockhampton Grammar School  Archer St,ROCKHAMPTON,QLD,4700,49221615,4922 7654,elc@rgs.qld.edu.au,,60,12/02/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001294,PR-00000644,Bundara Kindergarten,Bundara Kindergarten Association Incorporated,197 Honour St  ,FRENCHVILLE,QLD,4701,07 4928 2882,4928 2882,bundarakindy@bigpond.com,,25,2/07/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00011347,PR-00008029,C&K Berserker Street Community Kindergarten,The Creche and Kindergarten Association Limited, 111 Bawden Street   ,NORTH ROCKHAMPTON,QLD,4701,07 4926 9342,07 4926 9356,berserker@candk.asn.au,,24,24/12/15,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS
SE-00011348,PR-00008029,C&K Glenmore Community Kindergarten,The Creche and Kindergarten Association Limited,16 McLaughlin Street   ,NORTH ROCKHAMPTON,QLD,4701,07 4928 5913,07 33567976,glenmore@candk.asn.au,,24,17/09/15,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00000261,PR-00008029,C&K Ngundanoo Imbabee Community Child Care Centre,The Creche and Kindergarten Association Limited,Building 63 Darambal Road  CQU Campus,NORTH ROCKHAMPTON,QLD,4701,07 4936 27 48,07 4936 2754,ngundanoo@candk.asn.au, The service is approved to porvide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310(1)). The service is approved to continue to use an educator to child ration of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017.,55,30/11/14,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00001704,PR-00006703,Early Learning Centre Norman Gardens,Glenn Ryan Consulting PTY LTD,653-661 Norman Road  ,NORTH ROCKHAMPTON,QLD,4701,4926 1488,49264177,elcnormangardens@kidsincare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. The service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,102,8/06/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000233,PR-00000043,Elfin House Community Child Care Centre,Elfin House Community Child Care Centre Inc.,132 Elphinstone Street  ,NORTH ROCKHAMPTON,QLD,4701,07 4928 3944,4928 3701,elfinh@bigpond.com, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,70,12/11/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001783,PR-00000744,Farm Street Early Learning Centre,Yelruh Investments Pty Limited,188 Farm Street   ,NORTH ROCKHAMPTON,QLD,4701,07 4926 7188,4926 7187,admin188@farmstreetchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,83,1/02/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Working Towards NQS,Working Towards NQS
SE-00001646,PR-00000634,Frenchville Childcare,Camron Property Management Services Pty Ltd ATF The Campbell Family Trust,337-339 Dean Street  ,NORTH ROCKHAMPTON,QLD,4701,49267222,4926 7233,frenchvillecc@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,84,1/07/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001772,PR-00000735,Heights College Pre Prep,Heights College Limited,276 Carlton Street  ,KAWANA,QLD,4701,07 4936 1076,07 4936 3952,admin@heights.qld.edu.au, This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,24,18/12/14,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-40000146,PR-00006559,Helping Hands Mount Archer,Helping Hands Network Foundation Ltd,Mount Archer State School  242-270 Thozet Rd,KOONGAL,QLD,4701,448111322,,mountarcher@helpinghandsnetwork.com.au,,60,24/11/16,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000232,PR-00000693,Illoura Child Care Centre,The Uniting Church in Australia Property Trust (Q.),321 Berserker Street  ,NORTH ROCKHAMPTON,QLD,4701,749201700,4928 0694,illoura@uccommunity.org.au,,42,23/04/15,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001993,PR-00000899,Kinta Kids Child Care Centre,Bke Pty Ltd,8 Smithwick Street  ,NORTH ROCKHAMPTON,QLD,4701,07 49 280 111,07 49 269 220,kintakids@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is not required to comply with P3 (c) and P5 (e) of SP5.4: Child Care Centres of the Queensland Development Code (publication date 1 September 2003),46,17/11/15,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00000411,PR-00001057,Lead Childcare Berserker,Leading Child Care Pty Ltd,55 Edward Street  ,NORTH ROCKHAMPTON,QLD,4701,4921 1730,,berserker@leadchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,75,29/11/15,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00001913,PR-00000849,Little Zebra Childcare Centre,Akb Enterprises Pty Ltd ATF the A&K Barker Trust,147-161 Robinson St  ,NORTH ROCKHAMPTON,QLD,4701,07 4926 0000,07 4926 0022,info@littlezebra.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:15 pm to 5:15 pm when it is 85 children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,80,4/04/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000530,PR-00000386,Mt Archer Early Learning,Krenske Enterprises Pty Ltd,202 Thozet Road  ,KOONGAL,QLD,4701,07 4926 5728,49265718,mtarcher@centralqldchildcare.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 87 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,27/08/14,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00001437,PR-00000575,Narnia Kindergarten and Preschool,Narnia Kindergarten and Pre School Association Inc,133 Robinson Street  ,NORTH ROCKHAMPTON,QLD,4701,07 4928 5316,4928 5316,narniakindy@bigpond.com,,25,15/06/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001164,PR-00000595,Nobbs Street Outside School Hours Care Service,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,St Mary's Catholic Primary School  135 Nobbs Street,NORTH ROCKHAMPTON,QLD,4701,412565518,07 4928 8664,smnr_oshc@rok.catholic.edu.au,,60,23/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001013,PR-00000595,Park Avenue Outside School Hours Care,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,St Joseph's School  Main Street,NORTH ROCKHAMPTON,QLD,4701,07 4921 4922,,pachildcare@internode.on.net, This service may provide education and care after school and during school holidays only.,30,30/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000226,PR-00000659,PCYC Rockhampton - Berserker Street School Age Care,Queensland Police-Citizens Youth Welfare Association ,Berserker Street State School  Berserker Street,North Rockhampton,QLD,4701,749277899,749223998,greg.jones@pcyc.org.au,,60,22/01/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000860,PR-00000659,PCYC Rockhampton School Age Care,Queensland Police-Citizens Youth Welfare Association ,Stapleton Park  Bridge Street,NORTH ROCKHAMPTON,QLD,4701,07 4927 7899,49223998,linda.braney@pcyc.org.au,,100,9/07/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000544,PR-00000387,Rockhampton North Early Learning,Fivldo Enterprises Pty Ltd,21 Bruigom Street   ,NORTH ROCKHAMPTON,QLD,4701,07 4928 8528,49282818,rockhamptonnorth@centralqldchildcare.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 101 children. This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,91,6/07/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000716,PR-00000659,Rockhampton PCYC Tiny Tots Childcare,Queensland Police-Citizens Youth Welfare Association ,16 Bridge St Stapleton park  ,North Rockhampton,QLD,4701,49277899,49223998,rockhampton@pcyc.org.au, The service is not required to comply with P3(c) and P5(e) of SP5.4: Child Care Centres of the Queensland Development Code (publication date 1 September 2003) This service is approved to operate for 20 hours or less a week.,21,19/02/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000946,PR-00000526,School's Out Outside School Hours Care,Family Day Care Association Queensland Inc,Frenchville State School  Frenchville Road,FRENCHVILLE,QLD,4701,07 4926 2983,,admin@schoolsout.org.au, This service is approved to provide education and care to 30 children before school and 90 children after school and during school holidays.,90,20/06/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002062,PR-00000953,Skippy's Early Learning Centre,Penny F Pty Ltd ATF Penny Farrell Unit Trust,385 Duthie Avenue   ,NORTH ROCKHAMPTON,QLD,4701,07 49265552,07 49267605,penny@soundbridge.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,15/09/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001167,PR-00000595,St Anthony's School Outside School Hours Care,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,St Anthony's Primary School  390B Feez Street,NORTH ROCKHAMPTON,QLD,4701,4926 0919,4928 8526,leeza_bailey@rok.catholic.edu.au,,60,8/07/15,Working Towards NQS,Exceeding NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Working Towards NQS
SE-40000174,PR-00000595,St Joseph's Kindergarten North Rockhampton,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,18 Haynes St  ,PARK AVENUE,QLD,4701,749313600,749313700,kindergarten@rok.catholic.edu.au,,22,9/12/16,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
