#
# Source: CA DSS on June 1, 2014
#
"Facility #","Capacity","License Status","Facility Name","Street Address","City","State","Zipcode","Telephone #","Contact","District Office","DO Telephone #"
"198014692","0026","Licensed","MAGNOLIA HEAD START","1910 MAGNOLIA AVENUE","LOS ANGELES","CA","90007","(213) 746-2613","MARINA AGUILLEN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"455404790","0020","Licensed","MAGNOLIA MATH & SCIENCE PRESCHOOL","1544 MAGNOLIA AVE.","REDDING","CA","96001","(530) 225-0109","BARRY, KATHY","CHICO-DAY CARE (13)","(530) 895-5033"
"334812640","0104","Licensed","MAGNOLIA PRESCHOOL AND KINDERGARTEN","13130 MAGNOLIA AVENUE","CORONA","CA","92879","(951) 272-0977","ROSA GARCIA","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"313612041","0030","Licensed","MAIDU S.T.A.R","1950 JOHNSON RANCH RD","ROSEVILLE","CA","95661","(916) 782-8454","BRASHIER, MICHELLE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"191802639","0125","Licensed","MAIMONIDES ACADEMY","310 NORTH HUNTLEY DRIVE","LOS ANGELES","CA","90048","(310) 659-2456","MARCIANO-PEIKON, CLAIRE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198016874","0022","Licensed","MAIN CASTLE LEARNING CENTER #3","4782 S. MAIN STREET","LOS ANGELES","CA","90037","(323) 432-2200","NUNO, LILIA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013212","0058","Licensed","MAIN CASTLE LEARNING CENTER II","200-206 W. MARTIN LUTHER KING","LOS ANGELES","CA","90037","(323) 231-1329","LILIA NUNO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198009179","0045","Licensed","MAIN CASTLE LEARNING CENTER, LLC","4412 S. BROADWAY","LOS ANGELES","CA","90037","(323) 231-6334","BRICE, IRENE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"426214008","0046","Licensed","MAIN PRESCHOOL","5201 8TH ST.","CARPINTERIA","CA","93013","(805) 566-1600","MICHELLE ROBERTSON","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"434412725","0072","Licensed","MAIN STREET MONTESSORI SCHOOL","630 SOUTH MAIN STREET","MILPITAS","CA","95035","(408) 772-6661","COLLEEN NOLL","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"270710469","0024","Licensed","MAIN STREET STATE PRESCHOOL","441 MAIN STREET, ROOM 7","SOLEDAD","CA","93960","(831) 678-6460","YOLANDA LE NOBLE","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"198017257","0030","Licensed","MAJOR CHILD DEVELOPMENT CENTER","1341 E. 104TH STREET","LOS ANGELES","CA","90002","(323) 270-4300","JOHNSON, ORA MICHELLE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191608934","0060","Licensed","MALIBU JEWISH CENTER & SYNAGOGUE PRESCHOOL","24855 PACIFIC COAST HWY","MALIBU","CA","90265","(310) 456-2296","JENNIFER PEARLMAN","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191600429","0042","Licensed","MALIBU METHODIST CHURCH NURSERY SCHOOL","30128 MORNING VIEW DRIVE","MALIBU","CA","90265","(310) 457-5144","GABBARD, KAY","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197415861","0037","Licensed","MALIBU PRESBYTERIAN NURSERY SCHOOL","23960 MALIBU KNOLLS","MALIBU","CA","90265","(310) 456-6615","LUDWIG, CYNTHIA C.","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197419115","0032","Licensed","MALIBU UNDER THE OAKS PRESCHOOL","3480 LAS FLORES CANYON","MALIBU","CA","90265","(310) 456-7111","ARMSTRONG, SUNSHINE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"263808720","0036","Licensed","MAMMOTH KIDS","100 CANYON BLVD. STE. 233","MAMMOTH LAKES","CA","93546","(760) 934-0646","TELLER, DEBBIE","FRESNO-CC (04)","(559) 243-4588"
"263808341","0034","Licensed","MAMMOTH KIDS CORNER","77 FOREST TRAIL","MAMMOTH LAKES","CA","93546","(760) 934-4700","TELLER, DEBBIE","FRESNO-CC (04)","(559) 243-4588"
"263808752","0022","Licensed","MAMMOTH LAKES LUTHERAN PRESCHOOL","379 OLD MAMMOTH ROAD","MAMMOTH LAKES","CA","93546","(760) 934-4051","BREITBARTH, KIMBERLY","FRESNO-CC (04)","(559) 243-4588"
"370806086","0060","Licensed","MANCHESTER FAMILY CHILD DEVELOPMENT CENTER","1752 VIA LAS CUMBRES","SAN DIEGO","CA","92110","(619) 260-4620","JACQUELINE KENNEDY","MISSION VALLEY (20)","(619) 767-2200"
"197417071","0036","Licensed","MANCHESTER KIDDIE KOLLEGE","3301 W. MANCHESTER BLVD.","INGLEWOOD","CA","90305","(323) 751-4343","DIXON, MICHELE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"430709411","0060","Licensed","MANDALA CHILDREN'S HOUSE","5038 HYLAND AVENUE","SAN JOSE","CA","95127","(408) 251-8633","PENNY LAWRIE","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"197417302","0023","Licensed","MANHATTAN ACADEMY","1826 MANHATTAN BEACH BLVD.","MANHATTAN BEACH","CA","90266","(310) 374-1804","MAR, MARCIA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197403720","0089","Licensed","MANHATTAN ACADEMY I","1740 MANHATTAN BEACH BOULEVARD","MANHATTAN BEACH","CA","90266","(310) 374-1804","MARCIA MAR","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197407039","0032","Licensed","MANHATTAN ACADEMY II","1544 MANHATTAN BEACH BLVD.","MANHATTAN BEACH","CA","90266","(310) 406-0644","MARCIA MAR","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191602063","0030","Licensed","MANHATTAN BEACH NURSERY SCHOOL, INC","1520 NELSON AVE","MANHATTAN BEACH","CA","90266","(310) 376-1910","CAROL TATSUMI","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197409477","0390","Licensed","MANHATTAN BEACH UNIFIED SCH DIST.-CHILD DEV. CTRS.","1431 15TH STREET","MANHATTAN BEACH","CA","90266","(310) 546-7655","JOHNSON, KIM","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"163808727","0045","Licensed","MANITAS DE AMOR PS & CHILDCARE, INC.","11303 HANFORD-ARMONA ROAD","HANFORD","CA","93230","(559) 582-1375","MARTINEZ, VICTORIA A.","FRESNO-CC (04)","(559) 243-4588"
"191670974","0048","Licensed","MANN CHILD DEVELOPMENT CENTER","3215 E VISTA AVE","LONG BEACH","CA","90803","(562) 438-7243","ROBIN GRANT","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"444413102","0015","Licensed","MANNING MONTESSORI CHILDREN'S HOUSE","437 ROGERS AVENUE","WATSONVILLE","CA","95076","(831) 420-7450","JEAN MARIE MANNING","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"393614120","0072","Licensed","MANTECA CHRISTIAN PRESCHOOL","486 BUTTON AVE","MANTECA","CA","95336","(209) 239-1371","CONTE, RHONDA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"390305865","0038","Licensed","MANTECA HEAD START CENTER","115 WALNUT","MANTECA","CA","95336","(209) 239-6676","CAIN, SANDRA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"434413905","0035","Licensed","MANTRA MONTESSORI","853 GARY AVE","SUNNYALE","CA","94086","(408) 730-2222","SMITH,ANGELICA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"543808759","0024","Licensed","MANUEL F. HERNANDEZ ELEMENTARY SCHOOL PS","2133 N. LEILA STREET","VISALIA","CA","93291","(559) 622-3199","LAVERNE, CHERI","FRESNO-CC (04)","(559) 243-4588"
"045406015","0016","Licensed","MANZANITA ELEMENTARY PRESCHOOL","627 E. EVANS REIMER ROAD","GRIDLEY","CA","95948","(530) 846-5594","ROBERTS, BRAD","CHICO-DAY CARE (13)","(530) 895-5033"
"455406288","0030","Licensed","MANZANITA YMCA COLLABORATIVE PRESCHOOL","1240 MANZANITA HILLS AVE.","REDDING","CA","96001","(530) 246-9622","HORST, STEPHANIE","CHICO-DAY CARE (13)","(530) 895-5033"
"153808652","0176","Licensed","MAOF CESAR CHAVEZ PRESCHOOL","410 CHANNA DRIVE","DELANO","CA","93215","(661) 721-2032","GUTIERREZ, MARY","FRESNO-CC (04)","(559) 243-4588"
"191597832","0083","Licensed","MAOF CHILD CARE CENTER - DOWNEY","8100 TELEGRAPH ROAD","DOWNEY","CA","90240","(562) 806-5054","MARIA PACHECO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191592324","0064","Licensed","MAOF CHILD CARE CENTER MAYWOOD","6145 WOODWARD AVENUE","MAYWOOD","CA","90270","(323) 562-0490","MARIA I. GALLEGOS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"192006239","0120","Licensed","MAOF CHILD CARE CENTER PRESCHOOL","6110 HOLMES AVE.","LOS ANGELES","CA","90001","(323) 585-6181","ROSA SANCHEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"566207899","0023","Licensed","MAOF CHILD CARE CENTER PRESCHOOL","711 S. ""C"" ST. #A","OXNARD","CA","93030","(805) 385-3789","JENNIFER CARCAMO","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"153801769","0072","Licensed","MAOF CHILD CARE CENTER PRESCHOOL","715 E. CALIFORNIA AVENUE","BAKERSFIELD","CA","93307","(661) 328-6921","VELEZ, IRMA","FRESNO-CC (04)","(559) 243-4588"
"192006321","0075","Licensed","MAOF CHILD CARE CENTER PRESCHOOL","12440 FIRESTONE BOULEVARD","NORWALK","CA","90650","(562) 849-9700","ARACELY GARCIA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"274404857","0045","Licensed","MAOF CHILD CARE CENTER PRESCHOOL","559 E. ALISAL STREET STE.#10","SALINAS","CA","93905","(831) 422-4211","VICKY RODRIGUEZ-SANTOS","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"191870869","0142","Licensed","MAOF CHILD CARE CENTER TELEGRAPH","4457 TELEGRAPH ROAD","LOS ANGELES","CA","90023","(323) 263-9507","ROSA MARIA SANCHEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191570803","0075","Licensed","MAOF CHILD CARE CENTER-BELL GARDENS","6113 CLARA STREET","BELL GARDENS","CA","90201","(562) 928-1357","YOLANDA VELA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198001022","0088","Licensed","MAOF CHILD CARE CENTER-FORD","330 SOUTH FORD BLVD.","LOS ANGELES","CA","90022","(323) 264-4333","ELIZABETH RAMIREZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"304270683","0050","Licensed","MAOF CHILD CARE CENTER-SANTA ANA","2033 WEST EDINGER STREET","SANTA ANA","CA","92704","(714) 557-2686","ORTIZ, NORMA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"191570991","0117","Licensed","MAOF CHILD CARE CENTER/PICO RIVERA","9125 BURKE ST.","PICO RIVERA","CA","90660","(562) 949-3189","VICKY RODRIGUEZ-SANTOS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191592446","0060","Licensed","MAOF CHILD CARE CTR-FLORENCE-BELL GARDENS","6431 EAST FLORENCE AVENUE","BELL GARDENS","CA","90201","(562) 806-3731","MARIA VILLALPANDO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"376700554","0090","Licensed","MAOF DIONICIO MORALES CHILD DEVELOPMENT CENTER","2453 FENTON STREET","CHULA VISTA","CA","91914","(619) 421-3940","SERENA, MONICA","MISSION VALLEY (20)","(619) 767-2200"
"198007427","0048","Licensed","MAOF HAWAIIAN GARDENS PRESCHOOL","22325 NORWALK BLVD.","HAWAIIAN GARDENS","CA","90716","(562) 429-3115","FABIOLA HERNANDEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198003495","0015","Licensed","MAOF HEAD START GRAHAM CENTER","7600 GRAHAM AVE.","LOS ANGELES","CA","90001","(323) 277-8033","MARIA PINTO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198003493","0037","Licensed","MAOF HEAD START ROOSEVELT PARK CENTER","7800 GRAHAM AVE.","LOS ANGELES","CA","90001","(323) 584-1250","ROSA RIOS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198001331","0046","Licensed","MAOF HEAD START SANTA FE CENTER","6812 SANTA FE","HUNTINGTON PARK","CA","90255","(323) 581-3923","MARIA HIGAREDA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198002331","0045","Licensed","MAOF HEAD START WALNUT CENTER","7818 S. PACIFIC BLVD.","HUNTINGTON PARK","CA","90255","(323) 584-2928","ESCOBAR, REBECCA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198002482","0069","Licensed","MAOF HEAD START ZOE AVENUE CENTER","2650 ZOE AVE.","HUNTINGTON PARK","CA","90255","(323) 584-5828","SOPHIA VALDIVIA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"153808807","0089","Licensed","MAOF LA ESCUELITA EARLY LEARNING CENTER","1619 MAIN STREET","DELANO","CA","93215","(661) 720-9463","BELL, ANA","FRESNO-CC (04)","(559) 243-4588"
"364830761","0069","Licensed","MAOF ONTARIO EARLY LEARNING CENTER","1205 N. BAKER AVENUE","ONTARIO","CA","91764","(909) 983-8900","MYRA ACOSTA","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"376701072","0101","Pending","MAOF SAN YSIDRO EARLY LEARNING CENTER","1901 DEL SUR BLVD. 1ST FLOOR","SAN YSIDRO","CA","92173","(619) 621-2525","VICKY SANTOS&TERRI JOHNSON","MISSION VALLEY (20)","(619) 767-2200"
"566214219","0072","Licensed","MAOF SANTA PAULA EARLY LEARNING CENTER","1111 E. SANTA PAULA STREET","SANTA PAULA","CA","93060","(805) 933-8945","NATALIA MUNDO-ROMO","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"274412426","0024","Licensed","MAOF SANTA RITA EARLY LEARNING CENTER","2014 SANTA RITA STREET","SALINAS","CA","93906","(831) 443-2002","TORRES, ANNA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"274410830","0050","Licensed","MAOF TANIMURA & ANTLE EARLY LEARNING CENTER","121 SPRECKLES BLVD","SPRECKLES","CA","93962","(323) 890-9600","ANGELA MENDEZ","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"364830578","0040","Licensed","MAOF VILLA DE NINOS EARLY LEARNING CENTER","9999 FERON BLVD., SUITE B","RANCHO CUCAMONGA","CA","91730","(909) 484-1903","CLAUDIA ESPINOZA","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"304370856","0016","Licensed","MAOF/SSA TUSTIN FAMILY CAMPUS ECEC","15405 LANDSDOWNE ROAD","TUSTIN","CA","92782","(714) 566-2870","BROUSSARD, ANNE MARIE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"198006455","0046","Licensed","MAOF/WMMC-RAINBOW CHILDREN'S CENTER","1803/1807 PENNSYLVANIA AVENUE","LOS ANGELES","CA","90033","(323) 881-8877","NORMA RIVERA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191594282","0045","Licensed","MAPLE AVE PRESCHOOL","332 N. MAPLE AVE.","MONTEBELLO","CA","90640","(323) 724-3939","CHUANG, LINDA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198012793","0025","Licensed","MAPLE AVE. PRESCHOOL","332 1/2 N. MAPLE AVENUE","MONTEBELLO","CA","90640","(323) 724-3939","LINDA CHUANG","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198012794","0023","Licensed","MAPLE AVE. TODDLER & PRESCHOOL","330 N. MAPLE AVENUE","MONTEBELLO","CA","90640","(323) 724-3939","LINDA CHUANG","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198014836","0055","Licensed","MAPLE AVENUE PRESCHOOL","324 - 324 1/2 N. MAPLE AVE.","MONTEBELLO","CA","90640","(323) 724-3939","JENNIFER CHUANG","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"543801072","0099","Licensed","MAPLE CHILD DEVELOPMENT CENTER","501 W. MAPLE STREET","TULARE","CA","93274","(559) 688-7086","REYES, MARIA J.","FRESNO-CC (04)","(559) 243-4588"
"197411901","0048","Licensed","MAPLE PRIMARY CENTER STATE PRESCHOOL","3601 S. MAPLE AVE. RM. 100 105","LOS ANGELES","CA","90011","(323) 232-0984","JUAREZ, ALFREDO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"300605310","0024","Licensed","MAPLE SCHOOL","244 E. VALENCIA DRIVE","FULLERTON","CA","92632","(714) 447-7590","MERRILEE COSGROVE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"543801022","0040","Licensed","MAPLE TITLE I PRESCHOOL","640 W. CROSS AVENUE","TULARE","CA","93274","(559) 685-7279","BROWN, VALERIE","FRESNO-CC (04)","(559) 243-4588"
"197419321","0109","Pending","MAPLE TREE","11916 PICO BLVD.","LOS ANGELES","CA","90064","(310) 473-8733","CASPIAN, AMIR","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191604161","0034","Licensed","MAR VISTA FAMILY CENTER","5070 SLAUSON AVENUE","CULVER CITY","CA","90230","(310) 390-9607","DIAZ, LUCIA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197412616","0060","Licensed/Pending Increase","MAR VISTA MONTESSORI SCHOOL & INFANT CARE CENTER","3863 GRAND VIEW BLVD","MAR VISTA","CA","90066","(310) 391-0630","SOWA, EVELINA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197417858","0017","Licensed","MAR VISTA STAR PRE-K","3330 GRANVILLE AVENUE","LOS ANGELES","CA","90066","(310) 391-8634","FLETCHER, TIFFANY","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"304370883","0091","Licensed","MARANATHA CHILD DEVELOPMENT CENTER","22210 LA PALMA","YORBA LINDA","CA","92887","(714) 694-1009","PIETERSE, FELICITY","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"376700141","0119","Licensed","MARANATHA CHRISTIAN SCHOOLS","10752 COASTWOOD ROAD","SAN DIEGO","CA","92127","(858) 613-7803","ANDREWS, PATRICE","MISSION VALLEY (20)","(619) 767-2200"
"304370334","0124","Licensed","MARBELLA MONTESSORI","31113 RANCHO VIEJO ROAD","SAN JUAN CAPISTRANO","CA","92675","(949) 661-3355","VASQUEZ, DIANA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"093616919","0009","Licensed","MARBLE VALLEY PRESCHOOL","5005 HILLSDALE CIRCLE","EL DORADO HILLS","CA","95762","(916) 933-5122","ANGELA MASTERSON","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"304370737","0016","Licensed","MARBLEHEAD ELEMENTARY","2410 VIA TURQUEZA","SAN CLEMENTE","CA","92673","(949) 234-5339","KEELER, DEBBIE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"191805030","0020","Licensed","MARCIA'S CHILD DEVELOPMENT CENTER","2437 S BURNSIDE AVE","LOS ANGELES","CA","90016","(323) 934-1976","HEADLEY, JOHN","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"343619716","0030","Licensed","MARCONI MONTESSORI SCHOOL","5736 NORTH AVENUE","CARMICHAEL","CA","95608","(916) 550-2354","DE SILVA, HIRESHA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"515400854","0036","Licensed","MARCUM-ILLINOIS PRESCHOOL","2452 EL CENTRO BLVD.","E. NICOLAUS","CA","95659","(530) 656-2407","MCINTOSH, SHARON","CHICO-DAY CARE (13)","(530) 895-5033"
"503808317","0021","Licensed","MARGARET L. ANNEAR HEAD START","1336 STONUM ROAD","MODESTO","CA","95351","(209) 556-5632","MORENO, TINA","FRESNO-CC (04)","(559) 243-4588"
"243801992","0021","Licensed","MARGARET SHEEHY PRESCHOOL","1240 WEST 6TH STREET","MERCED","CA","95340","(209) 385-6676","COLE, MELANIE","FRESNO-CC (04)","(559) 243-4588"
"300613978","0116","Licensed","MARGUERITE CHRISTIAN SCHOOL","26558 MARGUERITE PARKWAY","MISSION VIEJO","CA","92692","(949) 582-5856","JOHNSTON, SUZEE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"573608506","0030","Licensed","MARGUERITE MONTGOMERY CHILD DEVELOPMENT CENTER","1441 DANBURY STREET","DAVIS","CA","95618","(530) 297-5014","KHAN, ZAAHIDA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"313615881","0032","Licensed","MARIA MONTESSORI CHARTER ACADEMY - PRESCHOOL","1850 WILDCAT BLVD.","ROCKLIN","CA","95765","(916) 630-1510","BOOTHBY, BRENT","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"191570181","0020","Licensed","MARIA MONTESSORI HOUSE OF CHILDREN","9036 EAST IMPERIAL HIGHWAY","DOWNEY","CA","90242","(562) 869-3218","FERNANDO ROSEMARIE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"380506275","0024","Licensed","MARIA MONTESSORI SCHOOL OF THE GOLDEN GATE","62 LENOX WAY","SAN FRANCISCO","CA","94127","(415) 731-8188","ALAVI, TARANEH","PENINSULA CHILD CARE (05)","(650) 266-8843"
"197418249","0020","Licensed","MARIA'S MONTESSORI","7930 MASON AVENUE","WINNETKA","CA","91306","(818) 912-1512","RANAWEERA, JIRANJANI","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"340306385","0072","Licensed","MARIAN ANDERSON CHILD CARE","2850 49TH STREET","SACRAMENTO","CA","95817","(916) 277-6259","RICHARDSON, DENISE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"304370758","0024","Licensed","MARIAN BERGESON ELEMENTARY","25302 RANCHO NIGUEL ROAD","LAGUNA NIGUEL","CA","92677","(949) 643-1540","SCHOLL, BARBARA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"426214056","0036","Licensed","MARIAN CHILDREN'S CENTER","1530 CYPRESS WAY # A","SANTA MARIA","CA","93454","(805) 739-3666","LORRIANE NEEMAN","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"198007223","0042","Licensed","MARIAN PRESCHOOL","840 N. GARFIELD","MONTEBELLO","CA","90640","(323) 728-5435","MARISA SOLIS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"360911385","0030","Licensed","MARIANA PRESCHOOL DAYCARE INC.","10522 MANHASSET ROAD","APPLE VALLEY","CA","92308","(760) 247-6545","KATHY TREVILLYAN","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"153801891","0040","Licensed","MARICOPA CHILD DEVELOPMENT CENTER","955 STANISLAUS","MARICOPA","CA","93252","(661) 769-1244","SHELLY VICK","FRESNO-CC (04)","(559) 243-4588"
"191602067","0054","Licensed","MARICOPA PRE-SCHOOL","3525 MARICOPA STREET","TORRANCE","CA","90503","(310) 542-4011","SHERRY MORALES","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"500317466","0055","Licensed","MARILYN FRAKES CHILD DEVELOPMENT CENTER","3900 BLUEBIRD DR","MODESTO","CA","95356","(209) 545-0339","STEPHAN, LINDA","FRESNO-CC (04)","(559) 243-4588"
"213005248","0060","Licensed","MARIN DAY SCHOOL - HILLSIDE CAMPUS-PRESCHOOL","80 LOMITA DRIVE","MILL VALLEY","CA","94941","(415) 381-3120","FRANCO, VANESSA","PENINSULA CHILD CARE (05)","(650) 266-8843"
"213005253","0060","Licensed","MARIN DAY SCHOOL - MILL VALLEY-PRESCHOOL","10 OLD MILL ROAD","MILL VALLEY","CA","94941","(415) 381-4206","CAPRIO, ALISON","PENINSULA CHILD CARE (05)","(650) 266-8843"
"213005251","0076","Licensed","MARIN DAY SCHOOL - SAN RAFAEL-PRESCHOOL","1123 COURT STREET","SAN RAFAEL","CA","94901","(415) 453-9822","MC GEE, GENEVIEVE","PENINSULA CHILD CARE (05)","(650) 266-8843"
"213005254","0021","Licensed","MARIN DAY SCHOOL - THE COTTAGE-PRESCHOOL","322 THROCKMORTON","MILL VALLEY","CA","94941","(415) 381-4206","CAPRIO,ALISON & JACKLIN, S","PENINSULA CHILD CARE (05)","(650) 266-8843"
"384001298","0095","Licensed","MARIN DAY SCHOOL- CALIFORNIA STREET CAMPUS-PRESCHL","2266 CALIFORNIA STREET","SAN FRANCISCO","CA","94115","(415) 775-2211","LINDA BRAVIN, SITE DIR.","PENINSULA CHILD CARE (05)","(650) 266-8843"
"384001299","0031","Licensed","MARIN DAY SCHOOL- HILL PLAZA CAMPUS (PRESCHOOL)","2 HARRISON ST., #150","SAN FRANCISCO","CA","94105","(415) 777-9696","OBER, DANIELLE C.","PENINSULA CHILD CARE (05)","(650) 266-8843"
"384001292","0040","Licensed","MARIN DAY SCHOOL- S.F. CITY HALL CCC (PRESCHOOL)","1 DR. CARLTON B. GOODLETT WAY","SAN FRANCISCO","CA","94102","(415) 554-7560","KATHLEEN ANNE MANGAN","PENINSULA CHILD CARE (05)","(650) 266-8843"
"384001294","0034","Licensed","MARIN DAY SCHOOL- SPEAR STREET (PRESCHOOL)","220 SPEAR STREET","SAN FRANCISCO","CA","94105","(415) 777-2081","COLLINS, STACI","PENINSULA CHILD CARE (05)","(650) 266-8843"
"384001301","0087","Licensed","MARIN DAY SCHOOL- UCSF LAUREL HEIGHTS (PRESCHOOL)","3333 CALIFORNIA ST., STE. 220","SAN FRANCISCO","CA","94118","(415) 775-2111","NATHALIE LARSEN, SITE DIR.","PENINSULA CHILD CARE (05)","(650) 266-8843"
"414001649","0064","Licensed","MARIN DAY SCHOOL-OUR PLACE, SMC EMP (PRESCHOOL)","403 WINSLOW STREET","REDWOOD CITY","CA","94063","(650) 363-4939","ROCK, ALLISON, SITE DIR","PENINSULA CHILD CARE (05)","(650) 266-8843"
"384001296","0032","Licensed","MARIN DAY SCHOOLS- FREMONT CAMPUS (PRESCHOOL)","342 HOWARD STREET","SAN FRANCISCO","CA","94105","(415) 836-0102","ELIZABETH CHRISMAN","PENINSULA CHILD CARE (05)","(650) 266-8843"
"213002890","0030","Licensed","MARIN ENRICHMENT - P/S BACICH","699 SIR FRANCIS DRAKE BLVD.","KENTFIELD","CA","94904","(415) 461-4395","SANDERS, SUSAN","PENINSULA CHILD CARE (05)","(650) 266-8843"
"210102848","0060","Licensed","MARIN FORMATIVE CHRISTIAN PRESCHOOL","2000 LAS GALLINAS AVENUE","SAN RAFAEL","CA","94903","(415) 479-4140","GREENHALGH, SANDY","PENINSULA CHILD CARE (05)","(650) 266-8843"
"210111309","0110","Licensed","MARIN HORIZON SCHOOL","305 MONTFORD AVENUE","MILL VALLEY","CA","94941","(415) 388-8408","HAMAR, ROSALIND","PENINSULA CHILD CARE (05)","(650) 266-8843"
"214005263","0018","Licensed","MARIN HORIZON SCHOOL- TODDLER BLDG.","247 MILLER AVENUE","MILL VALLEY","CA","94941","(415) 388-8408","CATHERINE HILLS, SITE DIR.","PENINSULA CHILD CARE (05)","(650) 266-8843"
"210102862","0129","Licensed","MARIN MONTESSORI SCHOOL","5200 PARADISE DRIVE","CORTE MADERA","CA","94925","(415) 924-5388","JAMES MUNIQER","PENINSULA CHILD CARE (05)","(650) 266-8843"
"214005256","0022","Licensed","MARIN PRESCHOOL ACADEMY, LLC","1055 LAS OVEJAS","SAN RAFAEL","CA","94903","(415) 306-7450","TRACHELE HARTMANN, M.M.","PENINSULA CHILD CARE (05)","(650) 266-8843"
"210103121","0105","Licensed","MARIN PRIMARY","20 MAGNOLIA AVENUE","LARKSPUR","CA","94939","(415) 924-2608","MARIANNE THOMAS","PENINSULA CHILD CARE (05)","(650) 266-8843"
